Property_ID,Listing_Date,Address,City,State,Postal_Code,Property_Type,Bedrooms,Bathrooms,Square_Feet,Lot_Size_Acres,Year_Built,Listing_Price,Sale_Price,Sale_Date,Agent_Name,Agent_Contact,Days_on_Market,Has_Garage,Pool
PROP1505,2025-01-05,"Unit 6713 Box 2262, DPO AE 09916",East Kellyhaven,NC,25782,Cottage,1,2,2866,0.78,1974,1626006,1599511,2025-04-01,Cynthia Garcia,+1-478-365-5093x462,222,False,False
PROP1506,2025-07-20,"132 Harmon Corner Suite 293, Danielleborough, PR 58669",Port Alexandrialand,PR,43481,Condo,5,1,4580,0.16,2021,1827710,1825741,2025-03-26,Tony Saunders,+1-439-241-3851x561,279,True,False
PROP1507,2024-01-19,"759 Lambert Mount, Port Randyview, OR 86474",Petersonmouth,VA,35026,Apartment,5,2,3365,0.29,1972,1583961,1547511,2025-01-07,Heather Howard,726.518.4726x34431,248,False,True
PROP1508,2025-03-05,"2064 Adam Way, West Leslie, UT 13314",Wagnershire,TX,58004,House,1,3,3962,2.34,1996,85534,82417,2025-05-22,Emily Williams,001-866-409-2443x26183,127,False,False
PROP1509,2025-07-28,"1655 Fuller Village, Johnstonborough, PR 77028",Lake William,OH,26234,Condo,5,3,4634,0.68,1954,1072150,1086807,2025-04-14,Albert Byrd,+1-572-262-5499,78,False,True
PROP1510,2024-08-15,"7140 Richmond Mountains Suite 431, Breannashire, RI 82577",Dominicview,NE,63057,House,4,3,4371,2.36,2011,681005,673755,2024-12-11,Brooke Jones,+1-884-899-6638,100,False,False
PROP1511,2023-11-12,"569 Bruce Lake Suite 636, New Jessica, CT 67808",Jamesland,NE,61947,Villa,5,3,1375,1.21,2004,223090,216237,2025-06-07,Justin Jones,875-652-8974x471,211,False,True
PROP1512,2023-09-06,"389 Brooks Crescent Suite 708, Jonesberg, NY 17547",Lake Victorborough,AL,40464,House,1,1,2327,0.17,2022,427978,410788,2024-12-20,James Bishop,+1-338-656-0617,139,True,False
PROP1513,2025-06-04,"3006 Calderon Summit, Petersbury, RI 53144",Lisastad,DE,32664,Condo,1,2,1843,0.74,1972,1775794,1807828,2025-06-06,Joel Armstrong,842-573-8690x7527,50,False,True
PROP1514,2024-02-28,"109 Terri Summit Suite 460, Ashleyside, NJ 07032",West Elizabethview,DE,30223,Condo,3,1,4017,1.73,1979,321050,306367,2024-10-15,Judy Burnett,504-838-5288x549,93,True,False
PROP1515,2025-05-04,"5929 Ellison Coves Suite 297, Port Jessica, IL 20284",East Victoriastad,AS,05656,Villa,2,3,2189,0.68,1976,158718,151432,2024-12-21,Robert Jefferson,(944)325-7732,12,False,False
PROP1516,2024-05-26,"9183 Julie Forges Apt. 774, Eddieburgh, MH 53426",Pattersonland,PW,21813,Apartment,1,2,2905,2.78,1983,1229433,1289456,2025-01-29,Cynthia Buckley,2854131706,151,False,False
PROP1517,2023-09-01,"690 Payne Views, New Nataliebury, NJ 17253",Gomezburgh,MI,90772,Villa,2,2,3664,0.64,1989,892345,895189,2024-10-19,Kristin Johnson,001-642-953-4245x60481,263,False,False
PROP1518,2023-10-05,"93283 Ashley Ports Suite 025, East Melissa, MT 92660",Sharonhaven,AL,81639,Cottage,5,1,4967,0.99,1952,1216285,1223509,2024-11-30,Raymond Brown,873-853-6394x50421,34,False,True
PROP1519,2024-06-04,"677 Mitchell Burgs Suite 899, Grayborough, AR 82268",Melissaland,VA,10272,Villa,4,1,880,2.75,2012,1534734,1510517,2025-04-01,Kayla Hall,767-388-0944,94,True,True
PROP1520,2024-09-12,"5380 Kayla Ville Apt. 278, Port Christian, FL 84739",East Williemouth,MO,36962,Apartment,5,1,1947,2.34,1986,307291,318483,2024-09-01,Tony Taylor,677-631-2610,307,False,False
PROP1521,2024-09-22,"51947 Rebecca Crescent Suite 911, Mirandashire, MT 97945",Port Amanda,MH,30822,House,2,2,3399,1.0,2020,1500768,1470463,2025-05-24,Vanessa Carter,444-929-1341,235,True,True
PROP1522,2024-05-13,"5484 Beck Coves Suite 354, North Carlosstad, WI 66392",South Bradshire,UT,73421,House,1,3,1591,1.69,1984,826719,842055,2024-08-09,Melanie Barr,6104240812,152,True,False
PROP1523,2024-04-10,"68110 Savage Meadows Apt. 630, Port Christopher, IN 70310",Tiffanymouth,NY,61564,House,2,1,3493,0.38,1993,1620780,1599878,2025-04-19,Brooke Miles,998.415.9893x49567,91,True,False
PROP1524,2023-10-16,"6711 Connor Keys Suite 998, Jeffreybury, WI 45264",North Terry,PA,01368,Condo,3,1,4109,2.66,1955,806082,819260,2025-05-18,Nicole Tran,539-773-3690x554,151,False,False
PROP1525,2023-09-07,"8459 Robles Lodge, Michaelburgh, AR 63281",Daniellefurt,TX,03142,Cottage,2,2,947,2.38,1983,97808,101658,2025-04-20,Dawn Moore,298.436.5341x741,80,True,True
PROP1526,2023-10-06,"72584 Julie Plains Apt. 614, New Dylan, OR 51735",Marissatown,FL,44196,Condo,2,1,2290,0.78,2005,508499,484469,2025-07-12,Dana Stewart,241-282-7312x56554,38,True,False
PROP1527,2024-04-21,"377 Wood Forge, West Alexander, PW 52369",Henryburgh,IN,38376,House,3,1,4639,1.92,1960,1787019,1832812,2024-09-09,Edward Sutton,(989)539-3358,70,False,False
PROP1528,2025-01-25,"8708 Clay Lane, North Chelseychester, ND 86445",Petersonbury,MP,71222,Condo,1,2,1923,0.97,2005,1455529,1389677,2024-09-13,Mark Morrison,(408)361-3340x9005,320,True,True
PROP1529,2025-02-23,"4998 Victor Gardens, West Kaylaside, NH 86488",Mejiaberg,NH,31382,Villa,1,1,4177,2.07,1955,1974704,1924351,2025-04-17,Janice Russell,624.386.5309,97,False,False
PROP1530,2024-10-19,"396 Banks Ports, Christopherland, IA 96577",New Julieborough,NM,92728,Cottage,3,1,1046,0.06,2005,542157,565159,2025-04-16,Chelsea Williams,762-476-8943x99908,362,False,True
PROP1531,2024-03-07,"8490 Thomas Forks Suite 667, Williamstad, ID 16672",South Steven,AR,28154,Cottage,1,2,3929,0.94,1989,989500,1003161,2025-04-05,Tamara Holloway,847-266-2063x550,181,False,True
PROP1532,2025-07-30,"Unit 5847 Box 6433, DPO AE 47541",Joshualand,IL,58219,House,1,2,2488,1.2,1976,1083205,1103112,2025-03-19,James Blair,+1-240-389-9475x59025,291,True,True
PROP1533,2023-11-28,"2234 Christine Parks Suite 986, West Samanthastad, CA 36941",West Michael,AL,60273,Condo,5,3,2536,0.27,2002,723615,706907,2024-10-20,Amber Evans,001-802-751-6079x50959,189,True,False
PROP1534,2023-08-10,"905 Owens Ville Suite 713, Claudiamouth, MD 17378",Lake Stephenton,KS,79346,Villa,2,3,3691,2.55,1999,503160,505135,2025-02-02,Patricia Hoffman,+1-555-251-7228,139,True,True
PROP1535,2023-10-02,"55313 Cruz Well, Pacemouth, PA 20396",Rodriguezfurt,FL,99224,Apartment,2,3,1842,2.38,2021,165788,161223,2025-07-04,Valerie Smith,001-608-842-2377x93860,273,False,True
PROP1536,2025-01-07,"USNV Alexander, FPO AA 34445",New Sean,HI,81609,House,3,3,2826,1.7,1992,955353,996015,2025-07-21,Alexis Foster,(435)790-7321,46,True,False
PROP1537,2023-10-05,"448 Alejandro Valleys Suite 256, Allenport, HI 66711",Aguilarfurt,GU,33782,House,2,1,3497,1.09,1985,778781,817107,2025-01-16,James Parks,711.619.8736x00617,260,False,True
PROP1538,2023-12-24,"25651 Sheila Roads, Rachelfort, AZ 27717",Lambberg,MT,50672,Villa,2,3,4870,0.49,1958,1745232,1716882,2025-03-13,Jonathan Rojas,3157684087,115,False,False
PROP1539,2024-09-25,"2106 Wood Crest Suite 407, East Matthewmouth, VI 59974",Clarktown,MA,64512,Apartment,3,3,1348,1.34,1955,1760256,1680570,2025-02-17,Craig Kelly,399-730-9920,141,False,False
PROP1540,2024-08-14,"11908 Haley Camp Apt. 993, Stephanieburgh, CO 64207",Dennishaven,FM,98328,Villa,5,2,4000,0.84,1969,1226915,1277948,2024-12-07,Tonya Nelson,485-552-6526,222,True,False
PROP1541,2023-11-21,"82338 Harrell Landing Suite 078, South Alexander, ND 22972",Christophertown,SD,76670,Condo,3,2,1541,2.93,2021,412905,403756,2024-08-07,Marc Hendricks,634-203-8430x18380,135,True,True
PROP1542,2023-09-04,"0453 Robert Fall Suite 853, Briggsfurt, VI 42659",Lake Aaronfurt,MD,36337,Apartment,1,1,1417,1.62,1959,161989,166127,2025-06-21,Robert Davis,+1-408-525-8385,304,True,True
PROP1543,2024-03-29,"46698 Bowen Key, Lake Joanna, PW 86973",Lake Kayla,KS,09019,Cottage,3,2,1541,3.34,2017,575326,582114,2024-08-02,Lindsey Garcia,(420)840-1445x156,137,False,True
PROP1544,2025-05-07,"660 Green Well Suite 114, South Johnport, OR 11745",Lake Daniel,PR,79123,Condo,3,3,1821,2.12,2022,411784,418343,2024-08-31,Bailey Green DDS,275-351-3125x546,273,True,True
PROP1545,2024-04-26,"755 Valencia Turnpike, West Brian, TN 80999",West Alexanderbury,MH,52519,Apartment,2,2,3691,2.34,1978,1556321,1625928,2024-12-06,Candace Mendoza,+1-869-821-9533x108,353,False,False
PROP1546,2024-05-18,"06337 Gregory Divide, Nataliechester, LA 93521",Rodneyville,CA,39543,House,4,3,3185,2.71,1981,218893,209348,2025-02-21,Joshua Harmon,001-685-271-1810,128,True,False
PROP1547,2024-10-31,"Unit 4321 Box 2910, DPO AA 15735",North Anthony,MT,10521,Condo,5,2,4919,1.25,1997,1725650,1644737,2025-01-30,Gregory Rodriguez,739.951.5321x2738,232,False,True
PROP1548,2023-08-22,"1719 Danielle Mount, Carmenchester, PA 12987",East Johnshire,OR,04090,Apartment,1,1,974,0.53,1976,949309,922637,2024-08-09,Sarah Benson,220-445-2525x4509,219,True,False
PROP1549,2025-04-15,"4485 Douglas Glen, West Jennifershire, GA 90666",South Linda,PA,86563,House,2,2,2403,0.53,1966,585358,580708,2024-12-30,Sarah Smith,382.917.7615x794,287,False,True
PROP1550,2024-12-09,"6930 Simmons Coves Suite 272, Carrillotown, PW 62059",Lake Caroline,RI,60404,Villa,4,3,4509,0.87,1964,1070149,1080964,2025-04-27,Matthew Davis,(596)859-2700,157,False,True
PROP1551,2023-12-06,"427 Gonzalez Port, Sharonmouth, NY 77537",Amyville,AS,53690,Condo,4,3,1822,3.15,1952,979071,1000823,2025-02-02,Michael Evans,3679024232,139,True,True
PROP1552,2024-11-03,"2532 James Vista Suite 907, Mcbridestad, SC 03450",Barrstad,KS,38395,Villa,5,1,3490,0.2,1977,796752,762423,2024-12-15,Lori Green,2383709325,320,True,False
PROP1553,2024-09-18,"577 Li Oval Suite 774, Port Sarah, NM 10347",Millerport,MI,34506,House,5,1,2735,0.89,2016,1100353,1154579,2024-10-31,Brandon Sanchez,5612179796,274,False,False
PROP1554,2025-07-01,"34806 Tara Summit, Kevinfurt, CA 74528",Lisamouth,FM,61290,House,1,2,2613,2.49,1954,132624,138226,2025-03-04,Lori Richardson,205.372.3759x110,327,False,True
PROP1555,2025-04-03,"799 Galloway Points Apt. 933, Port Phyllisland, TN 82038",Port Kathryn,MO,70936,Cottage,1,1,2439,0.83,1966,709830,732035,2024-11-29,James Mitchell,(456)254-1697x15913,158,True,False
PROP1556,2023-09-10,"9455 Gabriel Landing Suite 915, Lake Mercedesmouth, WV 65353",Thomasstad,MT,67102,Condo,5,3,3914,2.94,1970,1531501,1482068,2025-04-03,Andrea Becker,278.680.0850,292,True,True
PROP1557,2024-12-03,"749 Carpenter Station, Hinesshire, ME 31461",Beasleybury,NH,63048,Villa,5,1,4513,1.27,2002,497586,514108,2024-08-14,Jeremy Tyler DDS,3435395719,190,True,True
PROP1558,2025-01-13,"949 Maldonado Ridge Suite 561, Port Michaelhaven, NE 29282",New Destiny,CA,25256,Apartment,3,3,3658,3.09,1952,1823718,1897990,2025-03-11,Chad Ramirez,708-222-7506,55,True,False
PROP1559,2024-12-31,"49791 Brennan Views, North Brian, AZ 67908",Arianaport,FL,88866,Apartment,3,1,2607,3.13,2003,831706,829484,2024-11-24,Kathleen Donovan,6896096149,242,False,False
PROP1560,2024-09-26,"29514 Krista Station Apt. 244, Shannonberg, OR 79049",Sarahbury,DC,29685,Cottage,2,1,4304,2.69,2011,1784849,1778447,2025-04-10,Diana Bailey,001-205-242-6049,260,True,True
PROP1561,2024-06-12,"8314 Glover Pine Apt. 434, West Juan, NV 34513",Michaelburgh,KY,54382,Cottage,4,3,3101,3.24,2006,98679,100039,2025-02-18,Melody Brown,828-313-0268x200,280,True,False
PROP1562,2024-11-29,"11705 Caitlyn Wells, Carlosbury, VT 47104",North Dawnchester,IL,55841,Cottage,1,2,1583,1.6,2016,1917005,2000427,2025-01-19,George Montes,4969946661,335,True,False
PROP1563,2025-03-25,"0852 James Flat Suite 985, South Victoriaberg, NE 14205",Stephensmouth,NJ,96563,Cottage,5,1,3036,3.19,2020,1967443,1908483,2025-03-31,Mr. Nathaniel Alexander,001-498-796-6075x9797,228,False,True
PROP1564,2023-11-27,"6548 Olivia Springs Suite 923, West Ashleyshire, KY 32059",Markchester,AR,35338,Apartment,5,3,2943,0.33,2002,269547,258520,2024-08-31,Barbara Randolph,001-727-289-4020,320,True,True
PROP1565,2024-05-26,"448 Jones Park, New Wendychester, LA 86580",Rodriguezville,OK,04652,Apartment,4,2,3311,0.94,2006,1436691,1418341,2025-04-21,Manuel Wilson,001-340-797-6934,165,False,True
PROP1566,2024-10-05,"4655 Charles Park, West Kathymouth, MO 23105",South Nancyberg,MP,75757,Villa,5,1,1275,0.69,1970,509770,528169,2025-05-29,Dana Williams,+1-628-210-3321,96,False,False
PROP1567,2025-04-20,"2250 Michael Lake Suite 304, Brendaburgh, LA 14979",South Cherylside,VT,48886,Apartment,4,1,1258,0.64,1981,640028,652907,2024-10-15,Christina West,+1-271-856-9638x8436,97,False,True
PROP1568,2024-06-06,"Unit 2884 Box 5563, DPO AE 77085",East Michelle,WI,47043,Cottage,2,2,2424,2.21,1950,293718,302957,2025-03-23,Timothy Mahoney,+1-329-733-6519x742,23,False,True
PROP1569,2023-08-14,"96495 Shannon Ramp, West Lawrence, AS 09095",West Joseland,NV,25301,Cottage,1,3,4845,2.8,2010,753174,763090,2024-08-19,Veronica Bradshaw,598-464-1809,40,True,True
PROP1570,2024-03-15,"358 John Burgs Suite 113, Port Karenbury, PR 73992",South Vanessa,KS,67981,Villa,2,2,4676,2.67,2022,1581494,1582437,2024-12-16,Brian Miller,+1-511-707-4350x100,114,True,False
PROP1571,2024-12-17,"315 Carrie Highway Suite 412, Port Shannonview, TN 41004",Carolton,MT,98021,Villa,3,3,1541,1.52,1960,1080339,1043369,2025-02-08,Michael Lewis,(217)538-2628x6651,122,True,False
PROP1572,2025-05-29,"929 Goodwin Circles Apt. 415, Patrickberg, KY 54537",Houstonburgh,UT,83138,Apartment,1,2,4840,2.85,1977,1609500,1599894,2025-04-07,Rhonda Tate,711-221-5232x1177,315,False,True
PROP1573,2023-09-03,"6531 Anna Rest Suite 001, Lake Cheryl, KY 01509",Kathleenland,MS,91454,Condo,5,3,4587,0.74,1977,777919,774459,2024-08-03,Gary Brewer,(648)490-2997x9411,21,True,False
PROP1574,2023-09-12,"8683 Scott Points, Jeremiahborough, RI 94390",East Jerry,SC,95262,Villa,1,2,1878,3.32,1976,1434887,1492855,2025-03-07,William Williams,7805983519,45,False,False
PROP1575,2024-05-31,"45511 Frank Causeway Suite 705, Morrisberg, WI 57244",Wilcoxfurt,KS,20556,House,1,3,4327,3.04,2014,514471,488860,2024-10-09,Dawn Moore,767-593-8471x0023,5,False,False
PROP1576,2025-02-18,"93342 Jasmine Row Suite 489, Sanchezberg, VI 59685",West Toddchester,AL,34877,Apartment,3,2,2902,1.51,2005,1263961,1231965,2025-03-25,Eric Wright,+1-642-267-8494,17,False,False
PROP1577,2024-09-30,"85413 Michael Fall, East Tinaport, MA 38465",Lake April,AL,83685,House,1,3,2478,1.78,2017,1463034,1534125,2024-12-12,Elizabeth Woods,5646966022,71,False,True
PROP1578,2025-05-12,"5711 Stacy Islands, Jesusfurt, LA 72711",Katherineport,DC,09062,Cottage,3,1,4879,2.0,1954,772555,777470,2025-03-24,Theresa Peters,486-365-7869x2439,40,True,True
PROP1579,2025-02-21,"93555 David Tunnel Suite 513, Reidchester, TX 14060",East Brandonmouth,UT,41101,House,5,2,4944,3.09,1982,1644392,1672195,2025-01-05,Marie Johnson DDS,(345)406-1454x9171,158,False,False
PROP1580,2024-04-20,"89872 David Station, South Brenda, AS 39134",East Dennis,NY,87313,Cottage,5,2,3722,1.35,2003,1544869,1514697,2024-11-06,Tonya Little,+1-785-707-0367x0521,203,True,True
PROP1581,2024-07-30,"70819 Rhonda Place, Hodgesmouth, MP 82029",West Vanessaside,NJ,70439,Cottage,3,1,2838,1.42,1985,1593227,1654425,2025-02-18,Jon Johnson,922-701-4232,2,False,True
PROP1582,2025-04-23,"688 Melissa Terrace Apt. 093, North Kellyfort, NM 84872",Markshire,MD,17844,Cottage,2,3,4390,1.01,1968,1405757,1387086,2025-01-19,Victoria Harris,001-937-444-3662,283,True,True
PROP1583,2023-09-16,"625 Elizabeth Falls, New Jasminefurt, WA 41777",West Carriefurt,TN,62979,Condo,5,3,1251,2.52,1959,1793071,1860888,2025-02-04,Beth Johnson,675-756-1352,345,False,True
PROP1584,2024-05-26,"5772 Austin Cliff Suite 087, Port Larry, RI 91807",North Daniel,NE,62016,Cottage,4,2,1720,0.18,1954,141050,142156,2024-09-09,Melvin Anderson,+1-546-466-7067x509,203,True,False
PROP1585,2024-10-02,"33485 Beck Port Apt. 964, Port Terri, CT 52933",Port Amberborough,OK,54332,House,5,1,1563,2.2,2007,996925,1001587,2024-10-28,Raymond Jones,+1-947-745-5189x127,22,True,False
PROP1586,2024-01-28,"04330 Katie Plains, Woodsbury, SC 67117",New Erinburgh,KS,67767,House,4,3,793,0.9,1996,1100845,1068117,2025-05-26,Alyssa Owen,+1-523-905-7231,146,False,True
PROP1587,2024-04-18,"413 Farrell Mills Suite 878, East Cristian, MT 03331",North Nicholashaven,AZ,74248,Villa,1,2,4081,2.7,1957,1388849,1416633,2024-11-29,Alison Fernandez,980.655.8866,307,False,True
PROP1588,2023-08-21,"1980 Scott Drives Apt. 734, Bradleyton, NY 29596",Reesechester,OR,91967,Condo,1,3,2770,2.97,2019,180646,176708,2024-09-08,Susan Bass,205.684.4866x953,145,True,True
PROP1589,2025-01-17,"514 Jamie Canyon Apt. 424, New David, ND 62174",Lake Jonathan,CO,57969,House,4,1,1403,1.09,2016,403222,394024,2024-10-31,Laura Kirby,954.252.0248,224,False,False
PROP1590,2024-03-04,"891 Garcia Inlet Suite 240, East Brandon, MH 86394",West Traci,ID,16717,Cottage,5,3,4768,2.68,2014,245726,245967,2025-05-01,Jessica Young,565-871-7258x7273,139,True,False
PROP1591,2023-12-22,"018 Aaron Valley, Joseville, NJ 54722",Juliaburgh,OK,06678,Cottage,3,3,2982,1.83,1974,375006,374334,2024-11-18,Susan Richardson,278-931-6652,255,False,False
PROP1592,2024-03-29,"036 Taylor Mount Apt. 991, Charlesport, MS 79542",Dawsonborough,AZ,36493,Villa,3,2,1208,1.49,2000,1688173,1715930,2024-11-28,David Gilbert,664.286.2962x701,314,False,True
PROP1593,2024-05-10,"8081 Johnson Roads, New Lisaville, VI 31614",Amberside,VT,65391,Cottage,2,2,2053,0.42,2000,1987755,1975421,2025-01-20,Cheyenne Hamilton,5375276015,153,False,False
PROP1594,2023-08-20,"PSC 2393, Box 3803, APO AE 47965",Danielfurt,IL,64103,Cottage,1,3,4596,1.99,2009,1086156,1051634,2025-07-31,Alexandra Baker MD,336-620-7211x952,55,False,False
PROP1595,2024-10-14,"89390 Williamson Landing Suite 739, Higginsside, NV 98684",South Chelseaside,KY,36375,Villa,4,3,2951,0.3,1990,1716610,1668510,2025-06-15,Nicole Maynard,(269)733-3856x318,38,False,True
PROP1596,2024-08-17,"9035 Villarreal Causeway Apt. 485, Port Robertside, SC 84357",Lindahaven,AS,83597,Cottage,4,1,704,1.21,1957,499980,524512,2024-11-02,Daniel Terry,+1-210-229-5789,253,False,False
PROP1597,2024-04-17,"699 Tonya Trace, Jasmineton, ND 33298",Port Craigville,IL,55792,House,5,2,4409,2.31,1969,1363285,1426703,2025-06-30,Robert Dawson,001-285-786-8656,320,False,False
PROP1598,2024-07-05,"280 Jeffrey Locks, Lake Christopher, MN 15943",South Jamesland,ND,10338,Cottage,3,3,2828,0.08,1964,1340507,1339981,2024-11-01,Chad Hobbs,641-733-1008,115,False,True
PROP1599,2023-11-02,"7504 Robert Pass, New Jamesview, GA 43780",Thomaschester,OK,30457,Villa,1,3,4376,1.96,2018,1869957,1812010,2025-01-04,Jose Faulkner,763.306.8091x2705,303,True,True
PROP1600,2025-02-12,"Unit 7541 Box 5461, DPO AE 26218",Powersside,AR,05546,Cottage,1,1,760,3.18,1968,947970,945717,2024-08-18,Nicholas Anderson,+1-617-995-7008,212,False,True
PROP1601,2025-03-15,"1541 Ortiz Drive Suite 941, West Richardstad, PA 69965",West Nicholasland,PW,35107,Villa,3,3,3589,2.86,1951,694569,727264,2025-02-22,Kelly Walker,856.701.8195x0605,90,True,True
PROP1602,2025-06-11,"241 Wilson Islands, Batesmouth, OH 17262",North Teresa,ID,81790,Cottage,5,3,4417,2.12,1959,1455587,1425463,2025-06-20,Dawn Wilkinson,357.349.7874,320,True,True
PROP1603,2024-02-27,"070 Edward Passage, Lake Thomas, PW 69621",Fernandoside,OR,32906,Condo,1,2,1941,1.67,1987,335152,342164,2024-09-09,Linda Tanner,832.887.2320x42285,193,True,True
PROP1604,2023-12-01,"25584 Miller Meadows Suite 710, Heatherside, SD 32289",New Gabrielmouth,GA,54469,Villa,3,2,4310,3.2,2017,1469164,1454061,2024-10-02,Jennifer Hernandez,001-501-355-2884x9273,61,False,True
PROP1605,2024-09-12,"7468 Patricia Locks Apt. 541, Bakerville, VI 19192",East Antonio,OH,67062,Apartment,4,1,1391,2.5,1983,515694,517319,2024-11-27,James Carey,001-448-730-4243x815,196,False,True
PROP1606,2024-05-28,"Unit 4314 Box 9632, DPO AE 07284",South Jonathanbury,LA,03456,Villa,1,2,3582,2.87,2013,265005,264041,2024-10-13,Brandy Tran,001-809-787-2344x799,1,False,False
PROP1607,2023-10-01,"1249 Morgan Union, East Amandashire, NM 49708",North Laurenmouth,LA,85818,Condo,3,1,4270,2.37,2002,377955,372883,2025-01-05,Tyler Perez,+1-271-557-7152x54562,205,False,True
PROP1608,2023-10-09,"2184 Macdonald Prairie, North Amybury, NJ 43945",Robertland,KY,66032,Condo,4,3,2810,3.07,1977,1162324,1197556,2024-08-01,Luke Dudley,(387)620-9415,182,True,True
PROP1609,2024-05-05,"11532 Janet Locks, Ericmouth, DC 15148",South Chad,DC,81719,House,3,2,3015,1.71,2011,1976224,1897533,2024-09-25,Nancy Blackburn,726.515.4200,96,True,False
PROP1610,2024-01-01,"86575 Page Keys Apt. 053, New Robertshire, AK 71322",East Kenneth,MI,40841,Villa,4,3,4878,0.18,1999,841096,821898,2025-05-25,Mr. Michael Jenkins,430.399.5909x10498,114,False,False
PROP1611,2025-01-15,"3076 Martinez Hills, South Tina, MN 14132",West Angelicachester,OH,19835,House,5,2,1666,2.9,2018,1915119,1997223,2025-01-27,Jennifer Williams DVM,001-646-378-7987x2035,154,False,False
PROP1612,2024-11-01,"5382 Bradley Points, Cruzport, ND 71719",Millershire,AK,40616,Villa,3,3,4712,1.84,2002,1964760,2022324,2024-11-02,Maria Wright,(282)586-5518x525,326,True,True
PROP1613,2023-12-06,"172 Camacho Crescent, New Crystal, PA 93746",Harringtonmouth,MD,24916,Cottage,2,1,3234,1.72,2003,556694,580324,2024-09-10,Madison Jackson,590.456.3177,94,False,True
PROP1614,2023-08-29,"64018 Kathleen Avenue, Lake Rodney, IL 44472",South Rebecca,NY,25681,Cottage,1,3,1396,2.88,1951,334142,338236,2024-10-16,Victoria Lindsey,818-818-8133x933,327,False,True
PROP1615,2024-10-24,"7789 Catherine Causeway, Wilkinsshire, LA 61196",Markmouth,AZ,99684,Apartment,3,1,1405,0.87,1951,547547,541452,2025-06-13,Laura Sims,953-958-2896,131,True,True
PROP1616,2024-05-08,"2574 Fowler Park Apt. 766, Melissachester, NJ 88140",New Keithshire,GA,90747,Cottage,4,3,3881,3.35,2019,1514741,1521199,2025-05-29,Linda Patel,(680)574-1907x987,262,False,False
PROP1617,2023-10-01,"0527 Joanna Court, Chadchester, RI 64074",New Rachel,NC,61744,Villa,1,2,3815,1.4,1960,1904815,1954545,2025-05-24,Cameron Chase,001-486-283-2270x64619,225,False,True
PROP1618,2023-08-17,"8296 Logan Springs, Deleonshire, CT 84742",New Prestonland,CA,17459,Condo,1,2,1318,1.87,1998,871876,888800,2025-04-21,Brenda Salas,6928801540,267,False,False
PROP1619,2023-09-29,"6182 Hill Shoals, West Michaelfurt, OH 96885",Port Amber,TX,03857,Cottage,4,2,4993,1.33,1951,220237,224598,2025-07-17,Anthony Becker,(415)763-8151x090,146,True,True
PROP1620,2024-09-27,"54554 White Mount Apt. 621, Leetown, WY 75407",East Andreaville,VT,05646,Villa,5,3,2826,1.82,1988,1307084,1343821,2024-10-24,Jennifer Smith,791-574-8130,273,False,True
PROP1621,2025-04-04,"53174 Hartman Vista Apt. 619, Lisaside, KY 41265",Dunnfurt,NM,71910,Cottage,5,2,517,0.35,1996,1156624,1194554,2024-09-22,Rachael Smith,(463)428-8846x507,144,False,True
PROP1622,2025-04-03,"12922 Washington Loaf Suite 441, Port Davidmouth, FM 91697",Lake Jacobstad,NH,98363,Apartment,5,3,2895,1.99,1988,1402057,1435818,2024-09-27,Heather Kane,769-241-9991x0646,245,False,False
PROP1623,2025-01-10,"069 Todd Estates, Brittanyview, NV 39433",Huntport,NY,76995,House,3,3,4951,2.94,2000,1738193,1808205,2025-02-16,Timothy Romero,730.863.2539x5261,88,True,False
PROP1624,2025-07-08,"310 Elizabeth Plaza, South Amandaland, VI 57009",Villegastown,KS,80190,Villa,4,3,4546,1.35,1957,373515,356455,2024-08-19,Mr. Timothy Martin,367.758.6254,349,False,False
PROP1625,2025-07-25,"9014 Hancock Valleys, Jasonmouth, AK 52425",East Ronald,PW,63863,Apartment,3,3,2616,1.0,1991,1835156,1843852,2025-04-30,Michael Mclaughlin,+1-848-960-9836x1825,156,False,True
PROP1626,2025-05-04,"Unit 2348 Box 5090, DPO AE 87091",Dawnbury,IN,90714,Villa,5,3,4151,0.57,1964,758048,776590,2025-06-18,Steven Lopez,444-295-8500x695,341,True,True
PROP1627,2023-08-07,"1547 Hall Knoll Apt. 679, Jimville, PW 88572",Lake Cynthia,IL,65046,Villa,1,2,3307,2.32,1952,184080,175030,2025-07-31,Eric Palmer,304.462.9599x654,305,True,True
PROP1628,2024-09-26,"PSC 5985, Box 7939, APO AA 03453",Port Jimmyfort,ME,31317,Apartment,2,2,4107,2.11,1987,1518527,1574335,2025-01-29,Bryan Hunter,001-985-805-3718x598,194,False,True
PROP1629,2024-08-17,"252 Garcia Street Apt. 671, New Diana, AL 74382",New Jennifer,MI,23141,House,2,1,902,3.24,1969,378349,388223,2024-11-16,Nathan Baird,001-437-318-8450x90097,181,True,True
PROP1630,2024-08-25,"878 Wells Road, New Annaview, VT 97754",West Christopherstad,NJ,19429,Condo,5,1,4377,0.93,1955,1459363,1480750,2025-03-19,Joshua Rosales,9815251259,82,True,False
PROP1631,2023-08-02,"USS Spencer, FPO AP 60256",East Davidview,FL,52313,Villa,1,1,4048,1.51,1958,555631,530169,2025-01-19,Michael Lee,6186666528,178,False,True
